product_id,product_name,product_name_toLowerCase,supermarket,category_1,category_2,category_3,category_4,price,price_bs,stock
60007079,SUAVIZANTE FLORAL DOWNY 1400 CC,suavizante floral downy 1400 cc,3,Limpieza,Cuidado de prendas,Suavizante,,7.13,706.66,196
60007055,SUAVIZANTE AMANECER DOWNY 700 ML,suavizante amanecer downy 700 ml,3,Limpieza,Cuidado de prendas,Suavizante,,3.72,368.91,191
60005971,CLORO JABONOSO BLEACH FIT 1 LT,cloro jabonoso bleach fit 1 lt,3,Limpieza,Cuidado de prendas,Blanqueador y cloro,,2.59,256.89,57
60006310,DETERGENTE LIQUIDO PARA ROPA FIT 1 LT,detergente liquido para ropa fit 1 lt,3,Limpieza,Cuidado de prendas,Detergente,Detergente líquido,5.94,588.74,52
60005421,LEJIA CON ESPUMA KRIS 1 LT,lejia con espuma kris 1 lt,3,Limpieza,Cuidado de prendas,Blanqueador y cloro,,1.91,189.51,237
60005133,CLORO NATURAL KRIS 1 LT,cloro natural kris 1 lt,3,Limpieza,Cuidado de prendas,Blanqueador y cloro,,1.91,189.51,654
60004674,PANELA LAS LLAVES FRESCA FRAGANCIA 160 gr,panela las llaves fresca fragancia 160 gr,3,Limpieza,Cuidado de prendas,Detergente,Detergente en polvo y panela,0.65,64.85,520
60002633,DETERGENTE EN POLVO LIMON LAS LLAVES 900 GR,detergente en polvo limon las llaves 900 gr,3,Limpieza,Cuidado de prendas,Detergente,Detergente en polvo y panela,2.55,252.68,245
60002353,DETERGENTE EN POLVO LAS LLAVES FLORAL 900 GR,detergente en polvo las llaves floral 900 gr,3,Limpieza,Cuidado de prendas,Detergente,Detergente en polvo y panela,2.55,252.68,591
60000906,PANELA FLORAL LAS LLAVES 250 GR,panela floral las llaves 250 gr,3,Limpieza,Cuidado de prendas,Detergente,Detergente en polvo y panela,1.01,100.23,812
60006386,JABON PANELA TRADICIONAL FLORAL LAS LLAVES 200 GR,jabon panela tradicional floral las llaves 200 gr,3,Limpieza,Cuidado de prendas,Detergente,Detergente en polvo y panela,0.81,80.02,274
60004373,DETERGENTE EN POLVO BEBE LAS LLAVES 900 GR,detergente en polvo bebe las llaves 900 gr,3,Limpieza,Cuidado de prendas,Detergente,Detergente en polvo y panela,2.55,252.68,483
60006593,DETERGENTE EN POLVO REGULAR MULTI CLEAN 900 GR,detergente en polvo regular multi clean 900 gr,3,Limpieza,Cuidado de prendas,Detergente,Detergente en polvo y panela,2.34,231.62,394
60003183,CLORO REGULAR NEVEX ULTRA 1 L,cloro regular nevex ultra 1 l,3,Limpieza,Cuidado de prendas,Blanqueador y cloro,,3.02,299.00,65
60003185,CLORO ULTRA LIMON NEVEX 1 LT,cloro ultra limon nevex 1 lt,3,Limpieza,Cuidado de prendas,Blanqueador y cloro,,3.22,319.22,64
60004146,CLORO ULTRA NEVEX AROMA BEBÉ 1 LT,cloro ultra nevex aroma bebé 1 lt,3,Limpieza,Cuidado de prendas,Blanqueador y cloro,,3.22,319.22,36
60006923,DETERGENTE EN POLVO OXY 1 KG,detergente en polvo oxy 1 kg,3,Limpieza,Cuidado de prendas,Detergente,Detergente en polvo y panela,2.88,285.53,125
60004246,SUAVIZANTE BABY SUAVITEL 1.9 LT,suavizante baby suavitel 1.9 lt,3,Limpieza,Cuidado de prendas,Suavizante,,7.64,757.20,50
60006346,SUAVIZANTE FRESCA PRIMAVERA SUAVITEL 1 LT,suavizante fresca primavera suavitel 1 lt,3,Limpieza,Cuidado de prendas,Suavizante,,4.24,420.29,39
60007004,SUAVIZANTE BABY SUAVITEL 1 LT,suavizante baby suavitel 1 lt,3,Limpieza,Cuidado de prendas,Suavizante,,3.65,361.33,39
60005021,SUAVIZANTE FRESCA PRIMAVERA SUAVITEL 2 L,suavizante fresca primavera suavitel 2 l,3,Limpieza,Cuidado de prendas,Suavizante,,6.33,627.49,133
60007156,SUAVIZANTE CUIDADO SUPERIOR SUAVITEL 970 ML,suavizante cuidado superior suavitel 970 ml,3,Limpieza,Cuidado de prendas,Suavizante,,4.24,420.29,47
60004393,SUAVIZANTE VAINILLA CUIDADO SUPERIOR SUAVITEL 1.9 LT,suavizante vainilla cuidado superior suavitel 1.9 lt,3,Limpieza,Cuidado de prendas,Suavizante,,7.64,757.20,23
60004386,SUAVIZANTE SUAVITEL FRESCA PRIMAVERA 1 LT,suavizante suavitel fresca primavera 1 lt,3,Limpieza,Cuidado de prendas,Suavizante,,3.61,357.96,328
60005744,DETERGENTE LÍQUIDO LIMÓN VALE 1 LT,detergente líquido limón vale 1 lt,3,Limpieza,Cuidado de prendas,Detergente,Detergente líquido,4.89,484.30,41
60005743,DETERGENTE VALE LIQUIDO DE BEBE 1 LT,detergente vale liquido de bebe 1 lt,3,Limpieza,Cuidado de prendas,Detergente,Detergente líquido,4.89,484.30,51
60007085,QUITA MANCHA GEL SIN CLORO ROSA VANISH 900 ML,quita mancha gel sin cloro rosa vanish 900 ml,3,Limpieza,Cuidado de prendas,Blanqueador y cloro,,9.64,955.13,56
60004213,QUITAMANCHAS LÍQUIDO PARA ROPA BLANCA VANISH 900 ML,quitamanchas líquido para ropa blanca vanish 900 ml,3,Limpieza,Cuidado de prendas,Blanqueador y cloro,,9.64,955.13,26
60006125,QUITAMANCHAS EN POLVO ROSA DOYPACK VANISH 450 GR,quitamanchas en polvo rosa doypack vanish 450 gr,3,Limpieza,Cuidado de prendas,Blanqueador y cloro,,16.14,1599.46,7
60006124,QUITAMANCHAS EN POLVO BLANCO DOYPACK VANISH 450 GR,quitamanchas en polvo blanco doypack vanish 450 gr,3,Limpieza,Cuidado de prendas,Blanqueador y cloro,,16.14,1599.46,13
60006574,DETERGENTE LIQUIDO VEL ROSA 1 LT,detergente liquido vel rosa 1 lt,3,Limpieza,Cuidado de prendas,Detergente,Detergente líquido,8.20,812.79,76
60001223,SPRAY HEAVY ORGINAL NIAGARA 567 GR,spray heavy orginal niagara 567 gr,3,Limpieza,Cuidado de prendas,Planchado,,9.43,934.07,21
60004113,APRESTO PARA PLANCHAR LAVANDA NIÁGARA 567 GR,apresto para planchar lavanda niágara 567 gr,3,Limpieza,Cuidado de prendas,Planchado,,9.43,934.07,22
60004954,DETERGENTE EXPLOSIÓN CÍTRICA VALE 900 GR,detergente explosión cítrica vale 900 gr,3,Limpieza,Cuidado de prendas,Detergente,Detergente en polvo y panela,2.93,290.58,90
60004958,DETERGENTE CARICIAS DE BEBE VALE 900 GR,detergente caricias de bebe vale 900 gr,3,Limpieza,Cuidado de prendas,Detergente,Detergente en polvo y panela,2.93,290.58,82
60006398,DETERGENTE EN POLVO TOQUE DOWNY ARIEL 750 GR,detergente en polvo toque downy ariel 750 gr,3,Limpieza,Cuidado de prendas,Detergente,Detergente en polvo y panela,4.17,412.71,0
60006397,DETERGENTE EN POLVO REGULAR ARIEL 850 GR,detergente en polvo regular ariel 850 gr,3,Limpieza,Cuidado de prendas,Detergente,Detergente en polvo y panela,4.55,450.61,0
60004631,DETERGENTE LÍQUIDO LAS LLAVES AROMA BEBÉ 1 LT,detergente líquido las llaves aroma bebé 1 lt,3,Limpieza,Cuidado de prendas,Detergente,Detergente líquido,8.49,841.42,0
60000032,CLORO NATURAL MAS 1 LT,cloro natural mas 1 lt,3,Limpieza,Cuidado de prendas,Blanqueador y cloro,,2.42,240.05,0
60003237,LIMPIADOR DE CERÁMICA FULLER 1 LT,limpiador de cerámica fuller 1 lt,3,Limpieza,Limpiadores de baño,,,7.97,790.04,33
60005715,LIMPIADOR DE POCETAS GRASSOFF 1 LT,limpiador de pocetas grassoff 1 lt,3,Limpieza,Limpiadores de baño,,,4.46,442.19,13
60005068,LIMPIADOR DE BAÑO 5 EN 1 MR. MÚSCULO 500 ML,limpiador de baño 5 en 1 mr. músculo 500 ml,3,Limpieza,Limpiadores de baño,,,5.77,571.90,50
60005329,LIMPIADOR DE INODOROS FRAGANCIA MARIA Mr MUSCLO 500 ML,limpiador de inodoros fragancia maria mr musclo 500 ml,3,Limpieza,Limpiadores de baño,,,3.65,361.33,20
60002166,LIMPIADOR SCIOGLICALCARE GEL SMAC 500 ML,limpiador scioglicalcare gel smac 500 ml,3,Limpieza,Limpiadores de baño,,,3.65,361.33,2
60006163,PASTILLA LIMPIADORA PARA SANITARIOS VALE 96 GR,pastilla limpiadora para sanitarios vale 96 gr,3,Limpieza,Limpiadores de baño,,,3.48,344.49,144
60002577,LIMPIADOR DE POCETAS WINTER FRESH CICLON 1LT,limpiador de pocetas winter fresh ciclon 1lt,3,Limpieza,Limpiadores de baño,,,7.47,740.35,44
